No.,Time,Source,Destination,Protocol,Length,Rank,RPLInstanceID,DODAGID,Info
4782,65.035,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4783,65.035,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4784,65.035,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4785,65.035,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4786,65.036,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4787,65.036,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4788,65.036,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4789,65.037,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4790,65.124,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4791,65.125,2002:db8::212:7409:9:909,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4792,65.125,,,IEEE 802.15.4,5,,,,Ack
4793,65.125,2002:db8::212:7409:9:909,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4794,65.126,,,IEEE 802.15.4,5,,,,Ack
4795,65.947,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4796,65.947,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4797,65.947,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4798,65.948,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4799,65.948,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4800,66.013,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4801,66.013,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4802,66.015,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4803,66.016,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4804,66.016,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4805,66.016,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4806,66.017,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4807,66.017,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4808,66.017,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4809,66.018,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4810,66.018,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4811,66.104,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4812,66.104,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4813,66.104,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4814,66.104,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4815,66.105,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4816,66.105,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4817,66.105,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4818,66.106,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4819,66.106,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4820,66.106,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4821,66.106,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4822,66.11,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4823,66.111,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4824,67.292,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4825,67.292,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4826,67.293,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4827,67.293,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4828,67.293,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4829,67.294,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4830,67.294,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4831,67.294,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4832,67.295,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4833,67.295,2002:db8::212:7407:7:707,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4834,67.295,,,IEEE 802.15.4,5,,,,Ack
4835,67.38,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4836,67.381,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4837,67.381,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4838,67.381,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4839,67.381,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4840,67.382,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4841,67.382,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4842,67.382,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4843,67.383,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4844,67.383,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4845,67.397,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4846,67.397,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4847,67.398,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4848,67.398,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4849,67.398,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4850,67.399,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4851,67.399,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4852,67.399,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4853,67.399,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4854,67.465,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4855,67.466,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4856,67.466,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4857,67.466,,,IEEE 802.15.4,5,,,,Ack
4858,67.467,2002:db8::212:7407:7:707,2002:db8::1,UDP,106,,,,Source port: 8775  Destination port: ggz
4859,67.467,,,IEEE 802.15.4,5,,,,Ack
4860,68.776,2002:db8::212:7403:3:303,2002:db8::1,UDP,97,,,,Source port: 8775  Destination port: ggz
4861,68.776,,,IEEE 802.15.4,5,,,,Ack
4862,69.948,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4863,69.948,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4864,69.948,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4865,69.949,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4866,69.949,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4867,69.95,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4868,70.031,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4869,70.031,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4870,70.034,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4871,70.034,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4872,70.034,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4873,70.035,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4874,70.035,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4875,70.035,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4876,70.036,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4877,70.036,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4878,70.036,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4879,70.036,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4880,70.039,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4881,70.108,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4882,70.108,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4883,70.109,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4884,70.109,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4885,70.109,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4886,70.109,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4887,70.11,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4888,70.11,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4889,70.11,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4890,70.111,fe80::212:7402:2:202,ff02::1a,ICMPv6,97,512,30,aaaa::1,RPL Control (DODAG Information Object)
4891,71.423,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4892,71.424,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4893,71.424,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4894,71.424,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4895,71.424,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4896,71.425,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4897,71.425,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4898,71.426,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4899,71.426,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4900,71.426,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4901,71.426,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4902,71.5,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4903,71.5,fe80::212:740b:b:b0b,fe80::212:7402:2:202,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4904,71.5,,,IEEE 802.15.4,5,,,,Ack
4905,71.5,fe80::212:7402:2:202,fe80::212:7401:1:101,ICMPv6,60,,,,RPL Control (Destination Advertisement Object)
4906,71.501,,,IEEE 802.15.4,5,,,,Ack
4907,72.344,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4908,72.41,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4909,72.41,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4910,72.411,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4911,72.411,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4912,72.411,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4913,72.412,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4914,72.412,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4915,72.412,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4916,72.413,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4917,72.413,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4918,72.413,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4919,72.414,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4920,72.414,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4921,72.414,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4922,72.415,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4923,72.422,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4924,72.422,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4925,72.512,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4926,72.512,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4927,72.512,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4928,72.513,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4929,72.513,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4930,72.513,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4931,72.514,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4932,72.514,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4933,72.514,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4934,72.515,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4935,72.515,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4936,72.515,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4937,72.516,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4938,72.516,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4939,72.516,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4940,72.517,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4941,72.517,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4942,72.517,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4943,72.517,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4944,72.518,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4945,72.518,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4946,72.518,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4947,72.519,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4948,72.519,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4949,72.519,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4950,72.52,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4951,72.52,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4952,72.52,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4953,72.52,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4954,72.521,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4955,72.521,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4956,72.521,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4957,72.522,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4958,72.522,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4959,72.522,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4960,72.522,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4961,72.523,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4962,72.523,fe80::212:7406:6:606,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4963,72.523,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4964,72.618,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4965,72.618,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4966,72.715,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4967,72.716,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4968,72.716,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4969,72.716,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4970,72.717,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4971,72.717,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4972,72.717,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4973,72.717,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4974,72.718,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4975,72.718,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4976,72.718,fe80::212:740d:d:d0d,fe80::212:7407:7:707,ICMPv6,102,1026,30,aaaa::1,RPL Control (DODAG Information Object)
4977,72.719,,,IEEE 802.15.4,5,,,,Ack
4978,73.092,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4979,73.093,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4980,73.093,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4981,73.093,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4982,73.094,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4983,73.16,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4984,73.161,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4985,73.161,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4986,73.161,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4987,73.162,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4988,73.162,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4989,73.166,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4990,73.166,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4991,73.167,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4992,73.167,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4993,73.167,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4994,73.167,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4995,73.168,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4996,73.168,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4997,73.256,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4998,73.256,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
4999,73.257,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
5000,73.257,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
5001,73.257,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
5002,73.258,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
5003,73.258,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
5004,73.258,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
5005,73.259,fe80::212:740c:c:c0c,ff02::1a,ICMPv6,97,768,30,aaaa::1,RPL Control (DODAG Information Object)
